UniProtAC	LOC_GO	LOC_NAME	In SwissProt	ChildOf SwissProt	In LocTree3	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
P17967	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	8953774																																																																										
P53257	GO:0042807	central vacuole	FALSE	FALSE	FALSE		1	24770793																																																																										
P38229	GO:0031160	spore wall	FALSE	FALSE	FALSE		1	11724821																																																																										
P40578	GO:0031965	nuclear membrane	FALSE	TRUE	FALSE		1	11007476																																																																										
P38339	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	21143383																																																																										
P30822	GO:0005881	cytoplasmic microtubule	FALSE	TRUE	FALSE		1	18573877																																																																										
P46674	GO:0005874	microtubule	FALSE	FALSE	FALSE		1	8799844																																																																										
P52917	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	24763736																																																																										
P23201	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	8582632																																																																										
P38428	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	27566164																																																																										
P32563	GO:0005789	endoplasmic reticulum membrane	FALSE	FALSE	FALSE		1	9660861																																																																										
Q04739	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	16291757																																																																										
P33400	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	19596778																																																																										
P40897	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	25784163																																																																										
P38873	GO:0015629	actin cytoskeleton	FALSE	FALSE	FALSE		1	16394584																																																																										
P00729	GO:0030136	clathrin-coated vesicle	FALSE	FALSE	FALSE		1	12475953																																																																										
P34227	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	22392610																																																																										
Q00245	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	20823269																																																																										
P32486	GO:0099503	secretory vesicle	FALSE	FALSE	FALSE		1	21193403																																																																										
P46989	GO:0005771	multivesicular body	FALSE	FALSE	FALSE		1	25557545																																																																										
P07560	GO:0001725	stress fiber	FALSE	FALSE	FALSE		1	15647373																																																																										
Q12488	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	12215547																																																																										
